chapter,chapter_title,sent_id,text
3,Chapter Three,303,she asked him.
3,Chapter Three,304,"Her face was now close in front of him, it bore the severe expression that many young women have just when they're in the bloom of their youth."
3,Chapter Three,305,"""It's nothing for you to worry about,"" she said, ""that's nothing unusual here, almost everyone gets an attack like that the first time they come here."
3,Chapter Three,306,This is your first time is it.
3,Chapter Three,307,"Yes, it's nothing unusual then."
3,Chapter Three,308,The sun burns down on the roof and the hot wood makes the air so thick and heavy.
3,Chapter Three,309,"It makes this place rather unsuitable for offices, whatever other advantages it might offer."
3,Chapter Three,310,"But the air is almost impossible to breathe on days when there's a lot of business, and that's almost every day."
3,Chapter Three,311,And when you think that there's a lot of washing put out to dry here as well— and we can't stop the tenants doing that— it's not surprising you started to feel unwell.
3,Chapter Three,312,But you get used to the air alright in the end.
3,Chapter Three,313,When you're here for the second or third time you'll hardly notice how oppressive the air is.
3,Chapter Three,314,"Are you feeling any better now?"""
3,Chapter Three,315,"K. made no answer, he felt too embarrassed at being put at the mercy of these people by his sudden weakness, and learning the reason for feeling ill made him feel not better but a little worse."
3,Chapter Three,316,"The girl noticed it straight away, and to make the air fresher for K., she took a window pole that was leaning against the wall and pushed open a small hatch directly above K.'s head that led to the outside."
3,Chapter Three,317,"But so much soot fell in that the girl had to immediately close the hatch again and clean the soot off K.'s hands with her handkerchief, as K. was too tired to do that for himself."
3,Chapter Three,318,"He would have liked just to sit quietly where he was until he had enough strength to leave, and the less fuss people made about him the sooner that would be."
3,Chapter Three,319,"But then the girl said, ""You can't stay here, we're in people's way here…."""
3,Chapter Three,320,K. looked at her as if to ask whose way they were impeding.
3,Chapter Three,321,"""If you like, I can take you to the sick room,"" and turning to the man in the doorway said, ""please help me."""
3,Chapter Three,322,"The man immediately came over to them, but K. did not want to go to the sick room, that was just what he wanted to avoid, being led further from place to place, the further he went the more difficult it must become."
3,Chapter Three,323,"So he said, ""I am able to walk now,"" and stood up, shaking after becoming used to sitting so comfortably."
3,Chapter Three,324,But then he was unable to stay upright.
3,Chapter Three,325,"""I can't manage it,"" he said shaking his head, and sat down again with a sigh."
3,Chapter Three,326,"He remembered the Usher who, despite everything, would have been able to lead him out of there but who seemed to have gone long before."
3,Chapter Three,327,K. looked out between the man and the young woman who were standing in front of him but was unable to find the Usher.
3,Chapter Three,328,"""I think,"" said the man, who was elegantly dressed and whose appearance was made especially impressive with a grey waistcoat that had two long, sharply tailored points, ""the gentleman is feeling unwell because of the atmosphere here, so the best thing, and what he would most prefer, would be not to take him to the sick room but get him out of the offices altogether."""
3,Chapter Three,329,"""That's right,"" exclaimed K., with such joy that he nearly interrupted what the man was saying, ""I'm sure that'll make me feel better straight away, I'm really not that weak, all I need is a little support under my arms, I won't cause you much trouble, it's not such a long way anyway, lead me to the door"
3,Chapter Three,330,"and then I'll sit on the stairs for a while and soon recover, as I don't suffer from attacks like this at all, I'm surprised at it myself."
3,Chapter Three,331,"I also work in an office and I'm quite used to office air, but here it seems to be too strong, you've said so yourselves."
3,Chapter Three,332,"So please, be so kind as to help me on my way a little, I'm feeling dizzy, you see, and it'll make me ill if I stand up by myself."""
3,Chapter Three,333,And with that he raised his shoulders to make it easier for the two of them to take him by the arms.
3,Chapter Three,334,"The man, however, didn't follow this suggestion but just stood there with his hands in his trouser pockets and laughed out loud."
3,Chapter Three,335,"""There, you see,"" he said to the girl, ""I was quite right."
3,Chapter Three,336,"The gentleman is only unwell here, and not in general."""
3,Chapter Three,337,"The young woman smiled too, but lightly tapped the man's arm with the tips of her fingers as if he had allowed himself too much fun with K. ""So what do you think, then?"" said the man, still laughing, ""I really do want to lead the gentleman out of here."""
3,Chapter Three,338,"""That's alright, then,"" said the girl, briefly inclining her charming head."
3,Chapter Three,339,"""Don't worry too much about him laughing,"" said the girl to K., who had become unhappy once more and stared quietly in front of himself as if needing no further explanation."
3,Chapter Three,340,"""This gentleman— may I introduce you?""— (the man gave his permission with a wave of the hand)— ""so, this gentleman's job is to give out information."
3,Chapter Three,341,"He gives all the information they need to people who are waiting, as our court and its offices are not very well known among the public he gets asked for quite a lot."
3,Chapter Three,342,"He has an answer for every question, you can try him out if you feel like it."
3,Chapter Three,343,"But that's not his only distinction, his other distinction is his elegance of dress."
3,Chapter Three,344,"We, that's to say all of us who work in the offices here, we decided that the information-giver would have to be elegantly dressed as he continually has to deal with the litigants and he's the first one they meet, so he needs to give a dignified first impression."
3,Chapter Three,345,"The rest of us I'm afraid, as you can see just by looking at me, dress very badly and old-fashioned; and there's not much point in spending much on clothes anyway, as we hardly ever leave the offices, we even sleep here."
3,Chapter Three,346,"But, as I said, we decided that the information-giver would have to have nice clothes."
3,Chapter Three,347,"As the management here is rather peculiar in this respect, and they would get them for us, we had a collection— some of the litigants contributed too— and bought him these lovely clothes and some others besides."
3,Chapter Three,348,"So everything would be ready for him to give a good impression, except that he spoils it again by laughing and frightening people."""
3,Chapter Three,349,"""That's how it is,"" said the man, mocking her, ""but I don't understand why it is that you're explaining all our intimate facts to the gentleman, or rather why it is that you're pressing them on him, as I'm sure he's not all interested."
3,Chapter Three,350,"Just look at him sitting there, it's clear he's occupied with his own affairs."""
3,Chapter Three,351,K. just did not feel like contradicting him.
3,Chapter Three,352,"The girl's intention may have been good, perhaps she was under instructions to distract him or to give him the chance to collect himself, but the attempt had not worked."
3,Chapter Three,353,"""I had to explain to him why you were laughing,"" said the girl."
3,Chapter Three,354,"""I suppose it was insulting."""
3,Chapter Three,355,"""I think he would forgive even worse insults if I finally took him outside."""
3,Chapter Three,356,"K. said nothing, did not even look up, he tolerated the two of them negotiating over him like an object, that was even what suited him best."
3,Chapter Three,357,But suddenly he felt the information-giver's hand on one arm and the young woman's hand on the other.
3,Chapter Three,358,"""Up you get then, weakling,"" said the information-giver."
3,Chapter Three,359,"""Thank you both very much,"" said K., pleasantly surprised, as he slowly rose and personally guided these unfamiliar hands to the places where he most needed support."
3,Chapter Three,360,"As they approached the corridor, the girl said quietly into K.'s ear, ""I must seem to think it's very important to show the information-giver in a good light, but you shouldn't doubt what I say, I just want to say the truth."
3,Chapter Three,361,He isn't hard-hearted.
3,Chapter Three,362,"It's not really his job to help litigants outside if they're unwell but he's doing it anyway, as you can see."
3,Chapter Three,363,"I don't suppose any of us is hard-hearted, perhaps we'd all like to be helpful, but working for the court offices it's easy for us to give the impression we are hard-hearted and don't want to help anyone."
3,Chapter Three,364,"It makes me quite sad."""
3,Chapter Three,365,"""Would you not like to sit down here a while?"" asked the information-giver, there were already in the corridor and just in front of the defendant whom K. had spoken to earlier."
3,Chapter Three,366,"K. felt almost ashamed to be seen by him, earlier he had stood so upright in front of him and now he had to be supported by two others, his hat was held up by the information-giver balanced on outstretched fingers, his hair was dishevelled and hung down onto the sweat on his forehead."
3,Chapter Three,367,"But the defendant seemed to notice nothing of what was going on and just stood there humbly, as if wanting to apologise to the information-giver for being there."
3,Chapter Three,368,The information-giver looked past him.
3,Chapter Three,369,"""I know,"" he said, ""that my case can't be settled today, not yet, but I've come in anyway, I thought, I thought I could wait here anyway, it's Sunday today, I've got plenty of time, and I'm not disturbing anyone here."""
3,Chapter Three,370,"""There's no need to be so apologetic,"" said the information-giver, ""it's very commendable for you to be so attentive."
3,Chapter Three,371,You are taking up space here when you don't need to but as long as you don't get in my way I will do nothing to stop you following the progress of your case as closely as you like.
3,Chapter Three,372,When one has seen so many people who shamefully neglect their cases one learns to show patience with people like you.
3,Chapter Three,373,"Do sit down."""
3,Chapter Three,374,"""He's very good with the litigants,"" whispered the girl."
3,Chapter Three,375,"K. nodded, but started to move off again when the information-giver repeated, ""Would you not like to sit down here a while?"""
3,Chapter Three,376,"""No,"" said K., ""I don't want to rest."""
3,Chapter Three,377,"He had said that as decisively as he could, but in fact it would have done him a lot of good to sit down."
3,Chapter Three,378,It was as if he were suffering sea-sickness.
3,Chapter Three,379,"He felt as if he were on a ship in a rough sea, as if the water were hitting against the wooden walls, a thundering from the depths of the corridor as if the torrent were crashing over it, as if the corridor were swaying and the waiting litigants on each side of it rising and sinking."
3,Chapter Three,380,It made the calmness of the girl and the man leading him all the more incomprehensible.
3,Chapter Three,381,"He was at their mercy, if they let go of him he would fall like a board."
3,Chapter Three,382,"Their little eyes glanced here and there, K. could feel the evenness of their steps but could not do the same, as from step to step he was virtually being carried."
3,Chapter Three,383,"He finally noticed they were speaking to him but he did not understand them, all he heard was a noise that filled all the space and through which there seemed to be an unchanging higher note sounding, like a siren."
3,Chapter Three,384,"""Louder,"" he whispered with his head sunk low, ashamed at having to ask them to speak louder when he knew they had spoken loudly enough, even if it had been, for him, incomprehensible."
3,Chapter Three,385,"At last, a draught of cool air blew in his face as if a gap had been torn out in the wall in front of him, and next to him he heard someone say, ""First he says he wants to go, and then you can tell him a hundred times that this is the way out and he doesn't move."""
3,Chapter Three,386,"K. became aware that he was standing in front of the way out, and that the young woman had opened the door."
3,Chapter Three,387,"It seemed to him that all his strength returned to him at once, and to get a foretaste of freedom he stepped straight on to one of the stairs and took his leave there of his companions, who bowed to him."
3,Chapter Three,388,"""Thank you very much,"" he repeated, shook their hands once more and did not let go until he thought he saw that they found it hard to bear the comparatively fresh air from the stairway after being so long used to the air in the offices."
3,Chapter Three,389,"They were hardly able to reply, and the young woman might even have fallen over if K. had not shut the door extremely fast."
3,Chapter Three,390,"K. then stood still for a while, combed his hair with the help of a pocket mirror, picked up his hat from the next stair— the information-giver must have thrown it down there— and then he ran down the steps so fresh and in such long leaps that the contrast with his previous state nearly frightened him."
3,Chapter Three,391,His normally sturdy state of health had never prepared him for surprises such as this.
3,Chapter Three,392,Did his body want to revolt and cause him a new trial as he was bearing the old one with such little effort?
3,Chapter Three,393,"He did not quite reject the idea that he should see a doctor the next time he had the chance, but whatever he did— and this was something on which he could advise himself— he wanted to spend all Sunday mornings in future better than he had spent this one."
4,Chapter Four,1,"Chapter Four

Miss_Buerstner's Friend

For some time after this, K. found it impossible to exchange even just a few words with Miss_Buerstner."
4,Chapter Four,2,He tried to reach her in many and various ways but she always found a way to avoid it.
4,Chapter Four,3,"He would come straight home from the office, remain in her room without the light on, and sit on the sofa with nothing more to distract him than keeping watch on the empty hallway."
4,Chapter Four,4,If the maid went by and closed the door of the apparently empty room he would get up after a while and open it again.
4,Chapter Four,5,He got up an hour earlier than usual in the morning so that he might perhaps find Miss_Buerstner alone as she went to the office.
4,Chapter Four,6,But none of these efforts brought any success.
4,Chapter Four,7,"Then he wrote her a letter, both to the office and the flat, attempting once more to justify his behaviour, offered to make whatever amends he could, promised never to cross whatever boundary she might set him and begged merely to have the chance to speak to her some time, especially as he was unable to do anything with Mrs_Grubach either until he had spoken with Miss_Buerstner, he finally informed her that the following Sunday he would stay in his room all day waiting for a sign from her that there was some hope of his request being fulfilled, or at least that she would explain to him why she could not fulfil it even though he had promised to observe whatever stipulations she might make."
4,Chapter Four,8,"The letters were not returned, but there was no answer either."
4,Chapter Four,9,"However, on the following Sunday there was a sign that seemed clear enough."
4,Chapter Four,10,"It was still early when K. noticed, through the keyhole, that there was an unusual level of activity in the hallway which soon abated."
4,Chapter Four,11,"A French teacher, although she was German and called Montag, a pale and febrile girl with a slight limp who had previously occupied a room of her own, was moving into Miss_Buerstner's room."
4,Chapter Four,12,"She could be seen shuffling through the hallway for several hours, there was always another piece of clothing or a blanket or a book that she had forgotten and had to be fetched specially and brought into the new home."
4,Chapter Four,13,"When Mrs_Grubach brought K. his breakfast— ever since the time when she had made K. so cross she didn't trust the maid to do the slightest job— he had no choice but to speak to her, for the first time in five days."
4,Chapter Four,14,"""Why is there so much noise in the hallway today?"""
4,Chapter Four,15,"he asked as she poured his coffee out, ""Can't something be done about it?"
4,Chapter Four,16,"Does this clearing out have to be done on a Sunday?"""
4,Chapter Four,17,"K. did not look up at Mrs_Grubach, but he saw nonetheless that she seemed to feel some relief as she breathed in."
4,Chapter Four,18,"Even sharp questions like this from Mr. K. she perceived as forgiveness, or as the beginning of forgiveness."
4,Chapter Four,19,"""We're not clearing anything out, Mr. K.,"" she said, ""it's just that Miss Montag is moving in with Miss_Buerstner and is moving her things across."""
4,Chapter Four,20,"She said nothing more, but just waited to see how K. would take it and whether he would allow her to carry on speaking."
4,Chapter Four,21,"But K. kept her in uncertainty, took the spoon and pensively stirred his coffee while he remained silent."
4,Chapter Four,22,"Then he looked up at her and said, ""What about the suspicions you had earlier about Miss_Buerstner, have you given them up?"""
4,Chapter Four,23,"""Mr. K.,"" called Mrs_Grubach, who had been waiting for this very question, as she put her hands together and held them out towards him."
4,Chapter Four,24,"""I just made a chance remark and you took it so badly."
4,Chapter Four,25,"I didn't have the slightest intention of offending anyone, not you or anyone else."
4,Chapter Four,26,"You've known me for long enough, Mr. K., I'm sure you're convinced of that."
4,Chapter Four,27,You don't know how I've been suffering for the past few days!
4,Chapter Four,28,That I should tell lies about my tenants!
4,Chapter Four,29,"And you, Mr. K., you believed it!"
4,Chapter Four,30,And said I should give you notice!
4,Chapter Four,31,"Give you notice!"""
4,Chapter Four,32,"At this last outcry, Mrs_Grubach was already choking back her tears, she raised her apron to her face and blubbered out loud."
4,Chapter Four,33,"""Oh, don't cry Mrs_Grubach,"" said K., looking out the window, he was thinking only of Miss_Buerstner and how she was accepting an unknown girl into her room."
4,Chapter Four,34,"""Now don't cry,"" he said again as he turned his look back into the room where Mrs_Grubach was still crying."
4,Chapter Four,35,"""I meant no harm either when I said that."
4,Chapter Four,36,It was simply a misunderstanding between us.
4,Chapter Four,37,"That can happen even between old friends sometimes."""
4,Chapter Four,38,Mrs_Grubach pulled her apron down to below her eyes to see whether K. really was attempting a reconciliation.
4,Chapter Four,39,"""Well, yes, that's how it is,"" said K., and as Mrs_Grubach's behaviour indicated that the captain had said nothing he dared to add, ""Do you really think, then, that I'd want to make an enemy of you for the sake of a girl we hardly know?"""
4,Chapter Four,40,"""Yes, you're quite right, Mr. K.,"" said Mrs_Grubach, and then, to her misfortune, as soon as she felt just a little freer to speak, she added something rather inept."
4,Chapter Four,41,"""I kept asking myself why it was that Mr. K. took such an interest in Miss_Buerstner."
4,Chapter Four,42,Why does he quarrel with me over her when he knows that any cross word from him and I can't sleep that night?
4,Chapter Four,43,"And I didn't say anything about Miss_Buerstner that I hadn't seen with my own eyes."""
4,Chapter Four,44,"K. said nothing in reply, he should have chased her from the room as soon as she had opened her mouth, and he didn't want to do that."
4,Chapter Four,45,He contented himself with merely drinking his coffee and letting Mrs_Grubach feel that she was superfluous.
4,Chapter Four,46,"Outside, the dragging steps of Miss Montag could still be heard as she went from one side of the hallway to the other."
4,Chapter Four,47,"""Do you hear that?"" asked K. pointing his hand at the door."
4,Chapter Four,48,"""Yes,"" said Mrs_Grubach with a sigh, ""I wanted to give her some help and I wanted the maid to help her too"
4,Chapter Four,49,"but she's stubborn, she wants to move everything in herself."
4,Chapter Four,50,I wonder at Miss_Buerstner.
4,Chapter Four,51,"I often feel it's a burden for me to have Miss Montag as a tenant but Miss_Buerstner accepts her into her room with herself."""
4,Chapter Four,52,"""There's nothing there for you to worry about,"" said K., crushing the remains of a sugar lump in his cup."
4,Chapter Four,53,"""Does she cause you any trouble?"""
4,Chapter Four,54,"""No,"" said Mrs_Grubach, ""in itself it's very good to have her there, it makes another room free for me and I can let my nephew, the captain, occupy it."
4,Chapter Four,55,I began to worry he might be disturbing you when I had to let him live in the living room next to you over the last few days.
4,Chapter Four,56,"He's not very considerate."""
4,Chapter Four,57,"""What an idea!"" said K. standing up, ""there's no question of that."
4,Chapter Four,58,"You seem to think that because I can't stand this to-ing and fro-ing of Miss Montag that I'm over-sensitive— and there she goes back again."""
4,Chapter Four,59,Mrs_Grubach appeared quite powerless.
4,Chapter Four,60,"""Should I tell her to leave moving the rest of her things over till later, then, Mr. K.?"
4,Chapter Four,61,"If that's what you want I'll do it immediately."""
4,Chapter Four,62,"""But she has to move in with Miss_Buerstner!"" said K. ""Yes,"" said Mrs_Grubach, without quite understanding what K. meant."
4,Chapter Four,63,"""So she has to take her things over there."""
4,Chapter Four,64,Mrs_Grubach just nodded.
4,Chapter Four,65,"K. was irritated all the more by this dumb helplessness which, seen from the outside, could have seemed like a kind of defiance on her part."
4,Chapter Four,66,"He began to walk up and down the room between the window and the door, thus depriving Mrs_Grubach of the chance to leave, which she otherwise probably would have done."
4,Chapter Four,67,"Just as K. once more reached the door, someone knocked at it."
4,Chapter Four,68,"It was the maid, to say that Miss Montag would like to have a few words with Mr. K., and therefore requested that he come to the dining room where she was waiting for him."
4,Chapter Four,69,"K. heard the maid out thoughtfully, and then looked back at the shocked Mrs_Grubach in a way that was almost contemptuous."
4,Chapter Four,70,"His look seemed to be saying that K. had been expecting this invitation for Miss Montag for a long time, and that it was confirmation of the suffering he had been made to endure that Sunday morning from Mrs_Grubach's tenants."
4,Chapter Four,71,"He sent the maid back with the reply that he was on his way, then he went to the wardrobe to change his coat, and in answer to Mrs_Grubach's gentle whining about the nuisance Miss Montag was causing merely asked her to clear away the breakfast things."
4,Chapter Four,72,"""But you've hardly touched it,"" said Mrs_Grubach."
4,Chapter Four,73,"""Oh just take it away!"""
4,Chapter Four,74,shouted K. It seemed to him that Miss Montag was mixed up in everything and made it repulsive to him.
4,Chapter Four,75,As he went through the hallway he looked at the closed door of Miss_Buerstner's room.
4,Chapter Four,76,"But it wasn't there that he was invited, but the dining room, to which he yanked the door open without knocking."
4,Chapter Four,77,The room was long but narrow with one window.
4,Chapter Four,78,"There was only enough space available to put two cupboards at an angle in the corner by the door, and the rest of the room was entirely taken up with the long dining table which started by the door and reached all the way to the great window, which was thus made almost inaccessible."
4,Chapter Four,79,"The table was already laid for a large number of people, as on Sundays almost all the tenants ate their dinner here at midday."
4,Chapter Four,80,"When K. entered, Miss Montag came towards him from the window along one side of the table."
4,Chapter Four,81,They greeted each other in silence.
4,Chapter Four,82,"Then Miss Montag, her head unusually erect as always, said, ""I'm not sure whether you know me."""
4,Chapter Four,83,K. looked at her with a frown.
4,Chapter Four,84,"""Of course I do,"" he said, ""you've been living here with Mrs_Grubach for quite some time now."""
4,Chapter Four,85,"""But I get the impression you don't pay much attention to what's going on in the lodging house,"" said Miss Montag."
4,Chapter Four,86,"""No,"" said K. ""Would you not like to sit down?"" said Miss Montag."
4,Chapter Four,87,"In silence, the two of them drew chairs out from the farthest end of the table and sat down facing each other."
4,Chapter Four,88,But Miss Montag stood straight up again as she had left her handbag on the window sill and went to fetch it; she shuffled down the whole length of the room.
4,Chapter Four,89,"When she came back, the handbag lightly swinging, she said, ""I'd like just to have a few words with you on behalf of my friend."
4,Chapter Four,90,"She would have come herself, but she's feeling a little unwell today."
4,Chapter Four,91,Perhaps you'll be kind enough to forgive her and listen to me instead.
4,Chapter Four,92,There's anyway nothing that she could have said that I won't.
4,Chapter Four,93,"On the contrary, in fact, I think I can say even more than her because I'm relatively impartial."
4,Chapter Four,94,"Would you not agree?"""
4,Chapter Four,95,"""What is there to say, then?"" answered K., who was tired of Miss Montag continuously watching his lips."
4,Chapter Four,96,In that way she took control of what he wanted to say before he said it.
4,Chapter Four,97,"""Miss_Buerstner clearly refuses to grant me the personal meeting that I asked her for."""
4,Chapter Four,98,"""That's how it is,"" said Miss Montag, ""or rather, that's not at all how it is, the way you put it is remarkably severe."
4,Chapter Four,99,"Generally speaking, meetings are neither granted nor the opposite."
4,Chapter Four,100,"But it can be that meetings are considered unnecessary, and that's how it is here."
4,Chapter Four,101,"Now, after your comment, I can speak openly."
4,Chapter Four,102,"You asked my friend, verbally or in writing, for the chance to speak with her."
4,Chapter Four,103,"Now my friend is aware of your reasons for asking for this meeting— or at least I suppose she is— and so, for reasons I know nothing about, she is quite sure that it would be of no benefit to anyone if this meeting actually took place."
4,Chapter Four,104,"Moreover, it was only yesterday, and only very briefly, that she made it clear to me that such a meeting could be of no benefit for yourself either, she feels that it can only have been a matter of chance that such an idea came to you, and that even without any explanations from her, you will very soon come to realise yourself, if you have not done so already, the futility of your idea."
4,Chapter Four,105,"My answer to that is that although it may be quite right, I consider it advantageous, if the matter is to be made perfectly clear, to give you an explicit answer."
4,Chapter Four,106,"I offered my services in taking on the task, and after some hesitation my friend conceded."
4,Chapter Four,107,"I hope, however, also to have acted in your interests, as even the slightest uncertainty in the least significant of matters will always remain a cause of suffering and if, as in this case, it can be removed without substantial effort, then it is better if that is done without delay."""
4,Chapter Four,108,"""I thank you,"" said K. as soon as Miss Montag had finished."
4,Chapter Four,109,"He stood slowly up, looked at her, then across the table, then out the window— the house opposite stood there in the sun— and went to the door."
4,Chapter Four,110,"Miss Montag followed him a few paces, as if she did not quite trust him."
4,Chapter Four,111,"At the door, however, both of them had to step back as it opened and Captain Lanz entered."
4,Chapter Four,112,This was the first time that K. had seen him close up.
4,Chapter Four,113,"He was a large man of about forty with a tanned, fleshy face."
4,Chapter Four,114,"He bowed slightly, intending it also for K., and then went over to Miss Montag and deferentially kissed her hand."
4,Chapter Four,115,He was very elegant in the way he moved.
4,Chapter Four,116,"The courtesy he showed towards Miss Montag made a striking contrast with the way she had been treated by K. Nonetheless, Miss Montag did not seem to be cross with K. as it even seemed to him that she wanted to introduce the captain."
4,Chapter Four,117,"K. however, did not want to be introduced, he would not have been able to show any sort of friendliness either to Miss Montag or to the captain, the kiss on the hand had, for K., bound them into a group which would keep him at a distance from Miss_Buerstner whilst at the same time seeming to be totally harmless and unselfish."
4,Chapter Four,118,"K. thought, however, that he saw more than that, he thought he also saw that Miss Montag had chosen a means of doing it that was good, but two-edged."
4,Chapter Four,119,"She exaggerated the importance of the relationship between K. and Miss_Buerstner, and above all she exaggerated the importance of asking to speak with her and she tried at the same time to make out that K. was exaggerating everything."
4,Chapter Four,120,"She would be disappointed, K. did not want to exaggerate anything, he was aware that Miss_Buerstner was a little typist who would not offer him much resistance for long."
4,Chapter Four,121,In doing so he deliberately took no account of what Mrs_Grubach had told him about Miss_Buerstner.
4,Chapter Four,122,All these things were going through his mind as he left the room with hardly a polite word.
4,Chapter Four,123,"He wanted to go straight to his room, but a little laugh from Miss Montag that he heard from the dining room behind him brought him to the idea that he might prepare a surprise for the two of them, the captain and Miss Montag."
4,Chapter Four,124,"He looked round and listened to find out if there might be any disturbance from any of the surrounding rooms, everywhere was quiet, the only thing to be heard was the conversation from the dining room and Mrs_Grubach's voice from the passage leading to the kitchen."
4,Chapter Four,125,"This seemed an opportune time, K. went to Miss_Buerstner's room and knocked gently."
4,Chapter Four,126,There was no sound so he knocked again but there was still no answer in reply.
4,Chapter Four,127,Was she asleep?
4,Chapter Four,128,Or was she really unwell?
4,Chapter Four,129,Or was she just pretending as she realised it could only be K. knocking so gently?
4,Chapter Four,130,"K. assumed she was pretending and knocked harder, eventually, when the knocking brought no result, he carefully opened the door with the sense of doing something that was not only improper but also pointless."
4,Chapter Four,131,In the room there was no-one.
4,Chapter Four,132,"What's more, it looked hardly at all like the room K. had known before."
4,Chapter Four,133,"Against the wall there were now two beds behind one another, there were clothes piled up on three chairs near the door, a wardrobe stood open."
4,Chapter Four,134,Miss_Buerstner must have gone out while Miss Montag was speaking to him in the dining room.
4,Chapter Four,135,"K. was not greatly bothered by this, he had hardly expected to be able to find Miss_Buerstner so easily and had made this attempt for little more reason than to spite Miss Montag."
4,Chapter Four,136,"But that made it all the more embarrassing for him when, as he was closing the door again, he saw Miss Montag and the captain talking in the open doorway of the dining room."
4,Chapter Four,137,"They had probably been standing there ever since K. had opened the door, they avoided seeming to observe K. but chatted lightly and followed his movements with glances, the absent minded glances to the side such as you make during a conversation."
4,Chapter Four,138,"But these glances were heavy for K., and he rushed alongside the wall back into his own room."
5,Chapter Five,1,"Chapter Five

The whip-man

One evening, a few days later, K. was walking along one of the corridors that separated his office from the main stairway— he was nearly the last one to leave for home that evening, there remained only a couple of workers in the light of a single bulb in the dispatch department— when he heard a sigh from behind a door which he had himself never opened but which he had always thought just led into a junk room."
5,Chapter Five,2,He stood in amazement and listened again to establish whether he might not be mistaken.
5,Chapter Five,3,"For a while there was silence, but then came some more sighs."
5,Chapter Five,4,"His first thought was to fetch one of the servitors, it might well have been worth having a witness present, but then he was taken by an uncontrollable curiosity that make him simply yank the door open."
5,Chapter Five,5,"It was, as he had thought, a junk room."
5,Chapter Five,6,"Old, unusable forms, empty stone ink-bottles lay scattered behind the entrance."
5,Chapter Five,7,"But in the cupboard-like room itself stood three men, crouching under the low ceiling."
5,Chapter Five,8,A candle fixed on a shelf gave them light.
5,Chapter Five,9,"""What are you doing here?"" asked K. quietly, but crossly and without thinking."
5,Chapter Five,10,"One of the men was clearly in charge, and attracted attention by being dressed in a kind of dark leather costume which left his neck and chest and his arms exposed."
5,Chapter Five,11,He did not answer.
5,Chapter Five,12,"But the other two called out, ""Mr. K.!"
5,Chapter Five,13,"We're to be beaten because you made a complaint about us to the examining judge."""
5,Chapter Five,14,"And now, K. finally realised that it was actually the two policemen, Franz_Warder and Willem_Warder, and that the third man held a cane in his hand with which to beat them."
5,Chapter Five,15,"""Well,"" said K., staring at them, ""I didn't make any complaint, I only said what took place in my home."
5,Chapter Five,16,"And your behaviour was not entirely unobjectionable, after all."""
5,Chapter Five,17,"""Mr. K.,"" said Willem_Warder, while Franz_Warder clearly tried to shelter behind him as protection from the third man, ""if you knew how badly we get paid you wouldn't think so badly of us."
5,Chapter Five,18,"I've got a family to feed, and Franz_Warder here wanted to get married, you just have to get more money where you can, you can't do it just by working hard, not however hard you try."
5,Chapter Five,19,"I was sorely tempted by your fine clothes, policemen aren't allowed to do that sort of thing, course they aren't, and it wasn't right of us, but it's tradition that the clothes go to the officers, that's how it's always been, believe me; and it's understandable too, isn't it, what can things like that mean for anyone unlucky enough to be arrested."
5,Chapter Five,20,"But if he starts talking about it openly then the punishment has to follow."""
5,Chapter Five,21,"""I didn't know about any of this that you've been telling me, and I made no sort of request that you be punished, I was simply acting on principle."""
5,Chapter Five,22,"""Franz_Warder,"" said Willem_Warder, turning to the other policeman, ""didn't I tell you that the gentleman didn't say he wanted us to be punished."
5,Chapter Five,23,"Now you can hear for yourself, he didn't even know we'd have to be punished."""
5,Chapter Five,24,"""Don't you let them persuade you, talking like that,"" said the third man to K., ""this punishment is both just and unavoidable."""
5,Chapter Five,25,"""Don't listen to him,"" said Willem_Warder, interrupting himself only to quickly bring his hand to his mouth when it had received a stroke of the cane, ""we're only being punished because you made a complaint against us."
5,Chapter Five,26,"Nothing would have happened to us otherwise, not even if they'd found out what we'd done."
5,Chapter Five,27,Can you call that justice?
5,Chapter Five,28,"Both of us, me especially, we'd proved our worth as good police officers over a long period— you've got to admit yourself that as far as official work was concerned we did the job well— things looked good for us, we had prospects, it's quite certain that we would've been made whip-men too, like this one, only he had the luck not to have anyone make a complaint about him, as you really don't get many complaints like that."
5,Chapter Five,29,"Only that's all finished now, Mr. K., our careers are at an end, we're going to have to do work now that's far inferior to police work and besides all this we're going to get this terrible, painful beating."""
5,Chapter Five,30,"""Can the cane really cause so much pain, then?"" asked K., testing the cane that the whip-man swang in front of him."
5,Chapter Five,31,"""We're going to have to strip off totally naked,"" said Willem_Warder."
5,Chapter Five,32,"""Oh, I see,"" said K., looking straight at the whip-man, his skin was burned brown like a sailor's, and his face showed health and vigour."
5,Chapter Five,33,"""Is there then no possibility of sparing these two their beating?"""
5,Chapter Five,34,he asked him.
5,Chapter Five,35,"""No,"" said the whip-man, shaking his head with a laugh."
5,Chapter Five,36,"""Get undressed!"""
5,Chapter Five,37,he ordered the policemen.
5,Chapter Five,38,"And to K. he said, ""You shouldn't believe everything they tell you, it's the fear of being beaten, it's already made them a bit weak in the head."
5,Chapter Five,39,"This one here, for instance,"" he pointed at Willem_Warder, ""all that he told you about his career prospects, it's just ridiculous."
5,Chapter Five,40,"Look at him, look how fat he is— the first strokes of the cane will just get lost in all that fat."
5,Chapter Five,41,Do you know what it is that's made him so fat.
